AChBP,Ca22,α3β4,Na12,α3β2,α7,α9α10,α4β2
-0.7249999999999999,-0.38800000000000007,0.08666666666666652,-0.20624999999999993,-1.0062499999999999,-1.45,-1.0125,-1.094736842105263
0.23125000000000004,-0.8639999999999999,-0.5666666666666667,-0.675,0.043749999999999956,-0.7083333333333334,-1.3,-0.7894736842105263
-0.48750000000000004,-1.7279999999999998,0.32666666666666655,-0.625,-1.19375,-0.375,-1.125,0.2052631578947368
-0.83125,-0.628,0.7666666666666667,-0.45624999999999993,0.11875000000000002,-1.0916666666666668,-1.23125,0.02105263157894748
0.32500000000000007,-1.6440000000000001,0.3333333333333333,-0.83125,-0.625,0.21666666666666665,-1.0125000000000002,-0.6789473684210527
-0.5000000000000001,-1.2520000000000002,-0.44666666666666666,-0.84375,0.49374999999999997,-0.09166666666666667,-1.1562500000000002,-0.9105263157894735
-0.5375,-1.2480000000000002,0.6533333333333332,-0.2875000000000001,0.59375,-0.4583333333333335,-0.7625000000000002,-0.7578947368421052
0.2812499999999999,-1.5719999999999998,1.146666666666667,-0.6375,-0.024999999999999967,-1.225,-1.0812500000000003,-0.7210526315789473
-0.8437499999999999,-1.38,-0.16666666666666666,-0.21250000000000013,0.8812500000000001,-0.40833333333333327,-0.9625000000000001,0.31052631578947365
-0.4750000000000001,-1.3439999999999999,-0.9866666666666667,-0.025000000000000022,-0.9375,-0.3500000000000001,-0.6500000000000001,-1.268421052631579
0.6312499999999999,-1.7799999999999998,0.3400000000000001,-0.7312500000000002,0.9250000000000003,0.09999999999999987,-0.5687500000000001,-1.0105263157894735
1.3625000000000003,-0.94,0.98,-0.79375,-0.35625000000000007,0.4333333333333333,-0.5062500000000001,-0.047368421052631594
-0.70625,-1.348,0.8466666666666666,-0.7750000000000001,-0.175,-1.9166666666666667,0.5125,-0.00526315789473687
0.71875,-1.3359999999999999,0.6466666666666668,-0.83125,-0.09375,0.15,-0.6375000000000002,-0.8578947368421055
0.5,-1.284,0.18666666666666681,-0.6875,-0.0625,-0.8916666666666666,-0.5875000000000001,0.7210526315789473
0.36875,-0.5920000000000001,0.5866666666666667,-0.875,0.11249999999999993,-2.275,-1.54375,-0.8263157894736842
0.19375000000000003,-1.332,1.1933333333333331,-1.2375,0.24375000000000002,-0.2833333333333334,-0.64375,0.10526315789473684
-0.58125,-1.288,-0.5400000000000001,-0.6312500000000001,0.9437500000000001,-0.5166666666666667,0.06874999999999998,-0.7052631578947368
0.7000000000000002,-1.1400000000000001,-0.6666666666666666,-0.9437500000000001,-0.5812499999999998,-0.4916666666666667,-1.05,-0.06315789473684207
0.5875,-2.0559999999999996,0.5133333333333333,-0.6062500000000001,-0.04999999999999999,-1.1500000000000001,-1.6437499999999998,-0.5631578947368422
0.08749999999999997,-1.6639999999999997,0.6133333333333333,-0.27500000000000013,-0.58125,-0.5333333333333335,-0.84375,-0.48421052631578965
0.64375,-1.5839999999999999,-0.32,-0.83125,-0.14375000000000004,-1.133333333333333,-0.6937500000000001,-0.8894736842105264
-0.14375,-0.576,0.22,-0.3687499999999999,-0.13749999999999996,0.33333333333333326,-0.3875000000000002,-0.4578947368421053
0.26874999999999993,-0.7719999999999999,0.6799999999999999,-0.8374999999999999,-0.76875,-0.3416666666666666,-0.13124999999999992,-0.7473684210526316
-0.89375,-0.5200000000000001,0.39999999999999986,-0.8,1.6624999999999999,0.49166666666666664,-1.4375,-0.5473684210526315
-0.55,-0.684,-0.8333333333333333,-0.7749999999999999,-0.6937500000000001,0.9833333333333335,-0.48749999999999993,-0.2210526315789474
-0.7,-1.26,-0.7666666666666664,-1.04375,-0.5437500000000001,-0.4416666666666667,-1.34375,0.08947368421052627
1.08125,-0.8439999999999999,-0.3466666666666667,-1.0,0.09375000000000003,-0.5416666666666667,-1.5125000000000002,-0.631578947368421
0.7250000000000001,-1.3439999999999999,0.94,-0.7750000000000001,0.03749999999999992,-0.5916666666666667,-1.6125,-0.01578947368421053
-0.15000000000000002,-0.86,0.04666666666666671,-0.7749999999999999,0.12499999999999994,0.08333333333333326,-0.5312499999999999,-0.6000000000000001
0.8500000000000001,-0.8439999999999999,-0.5666666666666667,-0.18125000000000002,-0.23125000000000007,-1.1166666666666667,-0.3437500000000002,-0.14210526315789473
0.32499999999999984,-0.7759999999999999,0.20000000000000004,-0.3999999999999999,0.8687499999999999,-0.6250000000000001,-0.34375,-0.631578947368421
