AChBP_random,Cav2.2_random,α4β2_random,α9α10_random,α7_random,α3β4_random,Nav1.2_random,α3β2_random,AChBP_C1,Cav2.2_C1,α4β2_C1,α9α10_C1,α7_C1,α3β4_C1,Nav1.2_C1,α3β2_C1,Nav1.2_C2,α4β2_C2,AChBP_C2,α7_C2,Cav2.2_C2,α3β4_C2,α9α10_C2,α3β2_C2,Nav1.2_C3,α4β2_C3,AChBP_C3,α7_C3,Cav2.2_C3,α3β4_C3,α9α10_C3,α3β2_C3,Nav1.2_C4,α4β2_C4,AChBP_C4,α7_C4,Cav2.2_C4,α3β4_C4,α9α10_C4,α3β2_C4,Nav1.2_C5,α4β2_C5,AChBP_C5,α7_C5,Cav2.2_C5,α3β4_C5,α9α10_C5,α3β2_C5
2.65114,14.53626,6.8299,12.65295,6.66217,1.4468,16.832138,6.05151,1.64904,6.95465,2.3285,-2.1756,0.7058,3.71423,13.76992,5.85568,6.3556,0.1805,-2.8049,1.03693,0.9222,5.71005,7.4225,-4.2482,15.987753,7.0975,-1.3743,1.53145,-0.1537,2.2917,9.98391,5.92255,17.81306,0.5771,-4.1765,-2.1541,-1.3537,1.3087,0.3397,20.00235,15.785611,8.9782,-3.2586,1.08517,-9.8056,-0.0532,5.7331,3.1052
-1.9944,14.58544,16.65383,11.02089,7.39715,2.9732,14.844,13.7873,21.2908,5.15501,-0.2215,9.6542,1.11415,12.377896,8.04773,5.65285,11.75221,6.6935,-2.2627,3.04044,10.91169,8.27592,-2.4541,-0.6036,15.677257,5.8285,10.544219,3.67987,2.8202,4.14002,-0.2356,7.94578,18.4449,10.1393,-1.8177,2.10021,0.1189,0.6915,2.3985,0.5396,21.76595,-2.5695,-2.358,0.73608,3.9507,-0.267,8.03206,0.0923
4.30769,14.58812,19.48271,13.94941,3.77591,10.50997,16.454361,27.496,-1.3344,8.09169,3.5643,4.0259,2.32101,4.24844,15.976209,-1.2099,14.93083,6.4317,9.02924,2.56508,-6.5924,-1.1791,9.5896,-0.9321,13.65323,3.0502,-1.4027,17.3094,4.96579,9.67223,-2.5398,0.9049,14.13859,30.32058,4.53458,2.72534,5.50447,12.02058,2.0037,1.639,19.64327,-2.2344,-5.6225,-2.014,-0.8918,-2.584,0.1282,2.8763
11.099286,14.58825,11.6088,23.61515,2.12198,8.77509,18.96664,28.547,-3.0668,10.37246,0.4719,1.5895,1.61423,9.4619,14.21655,0.6969,14.50397,25.66162,0.84494,0.60187,11.51827,9.01189,1.6459,3.7937,12.31118,6.4087,11.618897,13.47245,0.602,-1.5314,5.8819,1.3799,15.18989,25.21713,-0.5804,4.81434,7.09987,0.4002,0.0015,28.4372,19.64145,11.144,-1.2392,8.61989,9.34149,1.7784,11.89047,-1.0622
3.81197,14.5926,10.0538,14.79285,5.62724,-2.4384,15.797117,7.44166,33.8527,-2.0756,0.2894,1.9761,2.82206,3.60772,13.99293,-1.1827,11.49555,44.8246,-3.4749,4.43153,-1.7658,-2.7011,-1.0542,-6.2557,16.812417,13.41713,10.094591,2.02588,-4.9481,16.47858,0.2639,15.081327,13.40948,-0.8072,-4.0988,15.46456,-3.5035,2.106,4.8891,-3.8138,9.7425,17.19137,-3.2544,12.5151,-8.2273,-9.1281,2.925,7.42975
0.4578,14.6104,28.56337,9.43636,5.0025,6.11116,11.4458,-1.1247,29.5529,4.39938,0.6005,1.7922,0.70266,2.1622,7.60432,2.0147,2.236,13.80414,-4.0788,-3.3717,6.92027,2.6887,-1.7001,-5.2281,16.047507,25.67649,10.5973926,2.64182,4.23471,2.0806,4.4721,1.6389,11.50834,31.13319,-2.3609,6.92824,-4.119,3.6861,-5.2461,-1.0569,17.268087,13.98891,-5.9048,5.39402,-0.0374,1.3933,-3.3137,-0.6566
4.78684,14.61658,13.27889,7.2193,5.03951,4.82829,18.80462,2.5252,20.58652,3.1773,-1.3543,0.513,2.69265,0.8438,8.45072,3.4785,9.55415,7.852,5.21548,4.3161,9.00635,11.13081,4.251,1.0784,16.674802,23.562073,3.38318,-0.1876,6.39854,1.441,6.0206,8.74276,10.54788,37.6799,-0.5984,3.29624,1.8007,8.85287,0.5728,1.7463,12.85658,4.9828,-2.8106,3.42495,1.9475,10.15107,0.3269,-3.4735
20.08759,14.6412,3.1423,8.37207,6.04427,7.35778,15.41154,15.482334,1.43925,3.79872,7.9951,5.2312,1.96517,-0.6914,13.06635,-1.9556,13.82571,21.3673,32.0375,1.56732,7.11251,1.8059,6.9272,15.073593,15.37612,-0.7381,9.06178,5.95895,-8.1006,1.3662,3.7124,4.3555,12.14062,10.7721,0.69866,1.83884,2.8996,-0.1683,2.0893,2.5022,14.54131,-0.2226,-5.1633,-1.2646,0.4633,5.51864,15.21285,3.9042
-0.2355,14.64493,31.23568,16.36689,8.01086,2.4325,12.38298,1.6407,-2.2913,6.37235,9.8334,1.0674,4.21904,6.73179,6.2145,2.1226,21.99145,14.62994,-0.9468,5.72481,2.9964,-2.0008,11.22482,-2.088,21.96835,7.8875,0.89956,3.64423,4.91808,-2.2678,2.4578,-2.5249,9.56864,15.10504,1.05348,21.2757,-4.3636,4.40421,0.3931,3.8546,21.96986,8.3058,4.07548,-1.3888,-0.0675,-1.1322,0.6007,-2.1288
3.16539,14.66335,9.8435,9.59104,4.28953,21.29073,13.06571,12.79197,-2.5846,5.60934,-0.4333,-1.4747,0.4335,6.23632,18.19512,2.8529,17.375855,5.4516,0.0503,-5.5016,4.77893,8.15245,17.2978,0.775,18.30555,16.99629,-2.4697,2.90124,11.88494,3.78193,3.2246,2.2288,14.64854,29.36914,38.9801,15.24251,8.76397,-0.3219,3.5929,1.8423,15.93383,0.1524,-4.9943,1.19774,0.1004,5.09784,-1.179,8.03496
5.74706,14.66357,21.59836,8.91494,8.59544,12.9738828,14.50096,13.16631,-4.3294,5.21072,3.7583,-1.1255,-1.5336,4.89598,4.0288,4.8626,15.11523,24.69189,-0.1563,13.65367,5.98709,0.7175,7.441,0.0253,7.53825,16.53572,2.24447,9.47712,-4.0982,0.1285,11.7828,3.5251,17.486561,1.0187,-0.1649,0.72592,1.5755,16.08672,4.3558,6.90687,17.71774,2.3354,8.98953,-1.9221,-5.5461,5.85944,-2.5806,-2.1325
11.378713,14.74353,21.19071,12.48852,3.11582,15.07346,21.97397,7.06854,2.49011,8.19295,3.3917,1.1028,1.13662,8.62412,7.11721,1.649,18.90503,4.6176,0.85458,-2.4244,11.10154,-2.753,6.0107,4.0783,15.32328,5.4371,-0.8972,-2.1715,9.28947,9.49855,2.4168,21.64261,8.74899,15.3198,-1.1772,-1.6517,-4.2455,0.077,4.4738,-1.3025,18.3466,-0.4819,1.49767,0.0782,-8.2348,0.3044,-5.3178,2.2734
7.37826,14.74653,22.978206,7.4684,2.33647,1.5804,14.3343,20.8522,-3.8556,2.1074,-0.9275,2.9686,6.38796,2.9829,15.35606,3.8434,12.25024,1.2807,1.575,9.08162,3.57577,0.9835,7.7014,0.7032,16.871086,3.1176,-4.0699,6.06108,7.94237,1.1109,5.1637,1.8777,17.88369,12.4714,22.5062,0.4386,-1.8713,3.437,4.5137,4.6051,19.31711,0.4403,7.77355,-1.5243,-3.2748,2.8765,-3.4125,4.4171
6.67718,14.78418,16.51041,11.70581,3.8075,3.84417,14.06297,12.95206,5.21963,4.99927,4.2042,6.6929,0.6711,5.02307,9.56855,5.44325,15.830201,15.0289,0.4039,0.3922,9.71499,2.341,5.6511,2.3843,-2.048,5.246,-1.9117,9.33235,6.92665,4.24779,3.6936,1.033,16.318015,16.306,-3.272,15.93594,6.37273,-1.0922,1.608,-1.24,4.6185,-0.3847,-0.9976,-1.5947,6.1716,2.9779,2.4339,-1.5831
4.56632,14.79846,17.09567,20.30379,6.3861,2.5,13.20152,10.68848,-1.4896,4.54724,0.0753,3.104,12.83777,2.4459,12.5458,3.8564,5.3211,24.03137,3.10581,6.64413,-5.2969,26.5142,0.004,3.9781,10.87503,22.986387,-3.6327,-3.0727,16.24067,-2.1241,1.4749,1.1096,24.2801,2.383,0.5547,3.95314,-3.8358,4.25114,1.448,0.3447,10.58148,-3.2962,3.91421,22.0737,1.3432,3.7236,-1.7788,-6.9003
8.25951,14.8276,11.4897,19.2446,5.46459,3.73411,15.921108,16.21456,21.5379,11.19092,-0.6787,5.3017,5.43405,3.76532,14.53408,-2.8998,18.33344,30.85707,0.9171,19.20972,9.60699,2.6697,1.9738,-1.2003,9.51721,12.62411,-3.1234,10.244632,7.8067,3.13477,4.5387,9.28965,13.45666,13.00099,-3.6915,-0.0699,-1.0084,-0.4402,3.3106,-0.4602,12.87112,-1.8126,-5.9017,-0.556,1.6587,-1.1323,-0.1613,-2.0203
13.66234,14.84111,12.3086,9.54913,-0.9151,9.90085,16.053125,7.65314,-0.7271,5.76456,-1.2311,8.18215,9.621241,12.317545,4.5789,6.29363,18.89807,23.446985,-2.4723,1.24732,3.1666,0.2133,11.72721,0.5628,12.11592,1.3541,-6.8675,15.63225,4.25089,12.250043,-2.8263,4.5518,13.90309,-4.2426,-3.1629,2.6389,3.74876,-2.1111,-0.9756,0.1807,19.3773,-0.294,1.40081,3.66717,-3.6456,3.08638,-1.3053,-4.7917
7.26827,14.84345,6.3923,19.62062,3.00244,10.2289,14.52833,13.3411,-2.0995,4.26315,3.9825,5.8381,-0.627,4.10075,-1.693,5.05977,8.33352,35.0944,4.54014,1.83399,5.5331,11.76466,2.7795,0.7044,17.7157,-0.5126,3.22406,-1.427,-7.1293,-2.7211,-1.8725,5.21607,13.62193,1.7124,-1.9207,14.67339,-11.2587,4.65655,0.0088,-1.8198,6.5038,1.6848,-0.6879,-0.6112,-8.1445,3.54312,5.6812,1.5294
5.82072,14.85906,8.1724,12.50395,5.54027,9.19612,7.45771,15.29809,2.99563,1.4693,-0.9942,0.3077,0.1618,10.34255,16.410972,3.4237,0.4582,25.76441,-2.5147,-0.6309,-2.7807,11.84528,3.2117,3.0061,12.65348,3.149,-0.6042,5.72253,0.2316,5.10349,1.5048,-0.3149,20.02279,6.0678,1.12051,10.031674,0.7376,-4.3393,-1.1764,3.114,15.44381,46.8047,7.54677,-1.3778,-3.0468,3.57281,2.009,-0.6429
7.696,14.88926,13.13218,20.20844,2.33167,10.71705,11.10744,9.27093,24.4464,5.52539,11.2479,4.01,0.3636,5.31337,6.2556,3.9917,14.1043,12.011,-2.8045,-1.0216,6.63272,-1.3969,4.6886,4.0669,21.39903,4.5601,-3.8084,-3.2827,9.42222,9.39318,2.8494,0.6822,20.39201,4.1841,-2.4561,0.0759,12.674791,5.51897,0.4798,1.6483,13.44562,5.1428,-1.5948,-0.8728,7.18854,-3.556,4.5151,20.03351
18.8515,14.89681,8.7056,11.9535,4.26701,8.76683,15.62618,0.9181,-2.8148,10.64166,8.5367,7.7631,0.77241,0.3726,15.35441,6.5091,9.00386,11.1077,4.60323,-0.6911,4.24159,4.20472,4.6927,0.3838,13.66626,15.03582,-1.7093,2.44681,0.8365,0.4979,4.6017,-0.4903,19.26569,2.8129,-3.4931,0.0767,-0.1807,-3.1156,7.7239,2.521,14.14176,10.7968,-4.3119,1.46139,-1.4859,-0.4909,0.9803,15.36786
6.33023,14.92999,31.13854,13.91112,7.61031,14.56284,13.7852,12.34762,-2.9645,9.61239,-0.674,7.5855,0.89432,6.51747,15.558,2.3175,2.337,15.24744,-3.0988,0.73719,3.1961,-1.7535,6.1037,0.2757,13.12576,1.5587,0.0823,0.024,4.45344,3.37702,9.50669,5.37975,6.2823,13.84441,-4.5805,-1.7523,-3.8547,10.40492,10.53199,-2.1018,18.70609,21.14044,-3.281,0.8443,-0.4794,0.3758,4.2194,0.1763
27.8468,14.93057,12.2255,7.9192,2.45315,4.6904,18.03885,10.13293,14.95748,9.34663,-0.3765,5.8906,2.01367,7.16347,6.1908,1.6113,7.47714,19.54193,30.2994,1.90779,2.8035,5.34097,7.6933,6.48709,9.41209,-0.2877,-5.8241,3.62359,13.629433,4.78849,12.09426,0.8298,14.55527,30.70409,-3.2412,-0.4189,5.73883,11.23108,-2.1514,-0.5156,16.769184,2.7028,-0.5592,0.68871,1.4073,0.8804,-3.4405,1.2015
8.44046,14.96444,8.0313,11.04225,6.88097,1.0498,15.12343,6.57916,3.37203,1.2613,5.3142,3.3017,1.3282,1.0677,13.65664,16.26526,12.12995,0.3434,-1.5854,-2.4318,7.98929,8.83479,1.0051,-0.7614,9.5622,10.3644,25.4889,-1.1085,4.40393,11.62775,-4.6469,0.4081,6.541,-1.3344,9.42867,8.27441,6.70634,-3.7113,3.7677,0.8382,16.5919759,4.7568,-0.3298,1.65466,-6.3184,1.754,-6.1316,-2.886
11.149313,14.98068,23.8854,11.95568,6.98466,6.94359,12.66224,3.4061,6.52395,-1.6632,18.88579,8.78348,-0.5674,-2.4588,9.53031,6.38541,20.53576,23.62802,8.24532,3.61041,4.56759,5.40767,0.1034,-2.1053,10.09384,2.6163,-4.0011,-1.1467,-1.1554,-1.7142,1.3064,5.04247,28.5609,1.9059,-1.2493,3.12078,-1.5842,-0.9981,3.0847,9.53412,11.87675,26.4404,10.086758,-4.7226,-5.75,-2.8648,2.5906,2.6637
6.73303,14.9837,42.96,14.11319,8.19277,7.65302,12.62054,13.888554,3.59521,6.45516,19.30992,6.4842,-1.8705,3.07846,13.62593,6.97561,16.413671,27.79741,5.23203,4.69417,6.48627,11.33613,0.485,3.9253,12.87629,4.2215,1.61922,5.65447,1.6754,1.4008,5.6309,16.91227,16.401286,21.717016,4.9277,-2.0164,1.8552,1.9757,-0.4103,0.0965,5.0824,-4.0189,-3.8047,-2.0354,-8.3516,2.9947,9.47863,0.9625
3.4323,14.9891,15.29729,22.18448,6.36733,5.15912,16.22019,9.27981,13.07255,11.21367,-0.6951,2.3876,0.61995,5.49897,18.48114,0.3278,13.75089,1.4575,1.48652,-1.3708,-3.0804,1.6284,-2.1743,-2.2543,16.69009,11.1342,-1.7093,2.0328,10.80368,6.11006,3.6129,1.7871,-1.3653,14.18409,-1.0222,3.29093,-0.4975,5.83842,-1.9093,40.4298,1.2366,23.051715,-3.7043,1.76133,4.63162,1.0081,1.8008,-0.5381
3.36146,15.00728,15.0774,14.13931,6.70965,3.60088,19.33394,14.210243,-0.1733,5.89289,1.8032,9.54999,4.26661,1.1048,12.27683,1.0896,19.3132,50.751,9.34938,3.05277,-2.7718,1.8013,9.19468,-0.1227,13.52238,11.9792,8.46764,-1.1172,14.056871,0.7354,4.3856,2.3938,21.43576,1.3825,2.90657,4.38375,1.9538,-1.9127,2.9637,-0.7017,9.29499,-0.9319,-1.5928,-1.8978,-3.7678,4.19684,-5.1041,-2.5358
5.25059,15.04085,15.07248,7.3547,2.56931,-2.7358,13.38498,5.24278,3.33305,10.38332,0.3695,14.06002,-1.4264,6.59696,3.8762,0.8249,9.96137,22.288279,5.51053,0.0356,4.37586,5.39859,10.23517,-5.9059,15.459,-0.2722,-0.766,22.0092,5.60231,0.1745,0.0621,-4.846,24.42833,0.8482,-0.7308,-3.3849,-2.5041,5.42706,-2.9015,12.12752,17.471129,-2.7564,1.89171,-0.0643,5.02225,3.84377,4.2013,3.2308
1.09094,15.0467,7.4842,12.81786,1.05321,8.43808,11.4978,23.94761,-1.7854,1.7095,4.5617,5.1456,0.1547,4.09606,2.7601,1.9054,15.26387,18.75039,-1.9853,17.65781,-6.6528,-1.3022,6.4376,-0.2961,17.70327,-0.4436,6.38373,1.36198,4.71268,-1.074,2.9053,-0.4036,6.6519,42.125,-1.8734,-0.1493,4.32825,11.2929,2.222,1.6294,17.141213,27.01047,0.73192,17.17099,1.8572,-2.4755,-2.1465,2.1555
5.98543,15.11927,10.506,10.53486,4.98199,9.52231,16.99244,8.42693,1.65575,5.66786,14.35675,-1.232,2.53838,4.14921,14.4997,0.1099,12.92104,0.75,3.73163,3.81842,-0.6588,-0.0229,-0.2097,9.45386,9.08295,27.30705,-0.1129,2.75568,-2.3309,0.2223,-1.4743,-2.1251,25.12221,10.4505,-4.3758,-1.7317,3.1146,-0.6344,9.23958,5.03088,6.96243,20.06953,-1.3998,5.84394,3.26745,-6.3433,-2.1251,-4.7503
8.26363,15.14947,18.9486,23.56538,2.64462,3.31971,13.57466,13.3171,-0.9785,10.62738,17.01455,5.7275,-2.5393,4.46752,16.469001,5.16055,15.05381,7.6645,3.30718,6.32976,-0.3767,-1.8765,8.66765,28.3566,18.01316,15.20948,0.5308,0.1734,-0.3452,3.2853,6.6633,-11.2314,19.8662,2.7749,-0.8907,0.96167,-10.0019,1.1378,2.4085,-4.392,20.49444,19.27139,0.2324,11.100195,-0.2951,-0.5304,3.2103,0.963
25.5923,15.15616,12.8943,10.17586,3.53425,8.90112,16.143269,11.65936,0.5485,4.24572,6.1408,-1.1625,-0.1593,3.88765,9.04221,2.0615,15.34227,13.24445,-1.8099,3.96166,7.59801,8.85186,13.19851,-4.4273,3.9609,11.0532,0.82801,-2.2465,6.65565,4.08428,0.7787,7.35589,18.5012,9.3335,1.05231,-1.1879,0.4189,4.05977,-3.2313,-2.8573,2.8062,-4.4482,-3.0701,0.2702,6.77257,-2.0389,6.9757,4.4912
29.6226,15.17841,32.01512,11.47825,7.40816,2.8159,9.57751,7.67899,-1.6122,4.00174,2.9357,3.145,-0.9451,3.05741,13.68044,0.8231,18.11851,19.13211,-0.3735,3.67093,1.3168,13.303241,9.66035,6.28925,11.47988,18.30273,-0.2785,5.53423,6.5106,1.5163,3.2394,4.0634,19.85534,40.9329,11.660666,0.1448,0.5311,7.78631,5.8555,4.687,8.33214,0.7403,3.59896,5.88769,1.2016,4.01,1.8035,-5.7515
45.0767,15.18149,4.4457,9.63722,2.58096,0.5578,18.50277,9.57854,-1.842,11.57399,1.1625,-1.6249,6.77523,2.2621,9.67369,-1.7803,16.5624201,2.8508,-0.6256,3.70724,4.39506,3.53554,4.3643,-1.7035,8.11818,9.9923,23.7936,1.39696,11.19712,6.26971,-2.3061,-0.4932,-0.999,5.6521,-2.4801,-0.801,1.2252,5.08847,0.601,0.8619,0.2388,0.2851,-1.956,0.4422,0.869,0.4259,8.93226,-0.4998
22.7099,15.20434,14.8332,12.84945,4.29117,4.31909,18.13344,11.94576,-1.6092,7.80059,11.5915,12.94807,0.4383,8.6268,12.64411,3.0926,13.53763,9.0632,-1.3481,2.08601,16.4604,11.70172,9.2417,-0.3892,16.569759,18.1434,8.5899,-0.3851,3.68101,0.3878,7.0344,-0.3457,11.00431,-1.7144,2.97478,-1.9721,0.6498,12.31271,-0.0026,-4.6736,13.52318,-0.2058,3.22749,0.1483,11.58199,2.0447,1.4327,-2.1234
10.153813,15.23842,8.8973,15.17695,3.04487,9.35301,6.63992,11.64814,1.09247,-0.108,2.178,10.05725,3.21012,1.5237,10.56267,-0.6865,4.3056,16.67493,6.55745,2.7823,-8.873,0.0808,-1.9184,4.44,20.1412,37.5693,1.92701,3.18837,6.01179,-2.4391,6.5709,1.1876,8.06541,12.71106,-1.9972,2.36602,4.08583,-3.981,0.8385,-2.7644,16.169312,13.02471,-0.3448,-2.1969,7.9003,0.1039,1.4603,-5.3039
16.0496,15.24208,19.50832,9.38797,4.73864,2.7652,13.6867,40.3558,-0.5019,-2.0591,3.0296,1.9413,1.38839,0.9549,3.3155,6.45045,17.77771,27.34267,-5.0012,-0.4917,6.72895,1.855,-0.874,-5.7607,19.75116,0.9308,0.7596,9.641331,13.1075187,-1.4951,7.6187,4.1457,15.02643,3.7062,-3.961,-2.4919,6.39896,-0.9902,33.8916,13.93168,11.12477,-1.4775,1.74873,4.95715,-2.0488,-1.6061,-3.526,-4.6369
11.577025,15.27511,31.06447,18.094757,5.83945,1.4777,9.07376,13.10758,13.96342,7.72645,2.6045,4.7943,3.26101,6.9597,12.65411,0.8105,17.289117,-1.9528,-2.3438,-2.0568,4.89634,-0.1901,11.39557,3.8639,7.22817,0.7478,2.25784,0.0019,5.77787,2.2113,7.5407,5.94372,26.47508,3.8964,3.77313,6.91386,1.8725,1.3903,6.1551,-1.4216,10.84572,12.89455,19.56514,2.58882,0.9527,0.5329,-1.5471,-0.4196
7.70503,15.28222,40.5261,8.26777,4.57239,9.29499,20.58305,24.732,2.75269,8.48182,5.0089,7.1163,2.87208,6.15293,20.43356,0.6561,11.01083,14.04348,3.60545,4.04126,4.23013,10.55472,4.4648,-4.732,14.66643,-3.8196,0.307,14.5044,2.8524,3.48957,0.4725,0.5088,15.43618,20.95522,29.983,-4.0608,6.73385,1.5757,7.9052,4.6986,12.50824,-2.2968,-2.4139,-3.4476,-9.0725,2.1766,0.1141,-1.268
5.22071,15.30443,45.3106,13.59565,-1.6083,5.14286,14.34162,11.99486,18.74033,8.90478,5.5485,0.6108,5.65526,0.7338,-1.4543,-0.528,13.44417,0.7603,3.08719,1.76427,-3.1143,4.33168,7.1106,-3.0512,20.05165,1.2906,11.74048,-3.9797,7.75851,6.1952,3.4098,4.5307,6.4891,29.91317,16.06949,-4.6105,0.2867,-1.3822,-3.5019,0.8017,14.50693,0.8838,1.78606,2.39648,-4.868,-0.65,-2.3365,3.9993
6.38695,15.30535,6.216,14.12411,3.5993,5.01493,10.17759,11.58554,0.5856,0.658,1.5927,7.2595,2.06437,7.40201,23.42687,2.4221,10.87583,8.0333,-4.6459,-0.2481,6.90418,5.3578,-1.1311,7.42874,19.72796,21.52739,-2.7196,8.02333,2.7133,3.31192,6.4905,2.894,6.84708,19.30208,1.39037,-0.5975,2.8208,2.2398,19.80803,-4.5073,18.45969,33.0475,-4.8011,2.85753,1.3624,2.6969,1.0329,2.5911
4.97217,15.30693,12.2525,12.07626,6.90338,6.18427,19.80469,6.40363,-2.065,4.30071,14.39061,8.57373,3.41335,12.101779,5.0317,-1.0715,5.2556,38.3062,0.2327,6.13842,4.59496,8.5925,6.5358,-1.4195,15.47074,-1.3471,0.1583,2.08296,4.82827,3.05691,1.3983,4.3545,11.27341,0.2233,-1.0318,4.50517,2.3512,0.4231,4.6347,-1.9392,7.37033,-0.4549,-7.0543,0.003,10.53307,9.78387,9.5726,-3.5956
19.36,15.37579,16.48479,14.22591,5.13808,3.53617,15.36806,-0.1606,0.0713,13.919353,13.52268,4.8744,16.40384,-3.2717,15.28467,14.672787,20.00639,5.7069,-6.9256,2.12802,-5.2567,9.0542,9.21991,3.1307,15.12151,22.6846713,-2.3569,8.59043,9.20142,2.6565,3.3493,7.33629,2.0993,18.59026,4.41797,-0.6212,-5.6291,-3.5343,1.3009,6.49579,26.78,-1.4334,2.55809,-1.3249,4.59127,-1.8006,2.0215,15.715471
13.07137,15.39191,12.0914,11.86963,-3.9157,2.0044,14.5335,19.41826,2.97074,6.24744,-0.8235,3.2972,4.44504,0.4627,12.19435,-0.7596,11.12638,5.1673,25.9193,4.13086,1.3635,6.39802,5.067,-2.6068,18.06843,12.0354,-2.6346,38.5157,13.359742,5.67441,1.5115,4.686,16.906454,-1.6253,11.31402,2.21019,5.49586,-1.7173,-1.8856,-0.5247,9.10505,3.9545,-0.6284,1.58197,-9.6856,1.5446,-2.8044,-0.8294
9.50329,15.43421,6.2197,9.31311,5.28355,5.73826,15.30207,23.32587,-1.3871,5.84829,1.6349,4.315,3.65955,3.03629,12.29942,7.64369,15.17961,7.6392,-1.7597,11.051957,-6.9525,-0.0425,5.901,0.7034,14.22319,3.3917,5.38055,1.74216,3.65498,2.2742,-2.2484,2.1724,15.0658,11.5684,0.4743,3.12723,3.30124,6.19367,0.4928,-0.3275,20.50693,-4.3453,1.31269,6.71256,-4.3187,0.4767,1.7442,2.6207
9.36344,15.43542,15.27863,12.37118,3.11736,12.284488,17.90369,6.0088,3.0489,2.1014,4.3291,1.6972,6.68888,3.91429,9.33576,0.0744,16.738946,25.93336,-1.364,-0.6071,0.2525,5.48416,4.0295,0.117,17.485106,19.36811,7.4177,4.02558,-2.0003,13.103008,8.51093,10.88095,16.265492,8.8711,7.23066,1.43324,7.42865,2.7008,5.5418,4.5581,0.936,-1.4473,-3.705,5.13817,2.7794,14.93498,5.9372,3.033
6.94949,15.44082,8.7247,6.6332,4.90177,1.7077,15.664085,14.87031295,1.25279,0.1565,5.9536,5.1818,0.71335,5.15363,4.9198,-3.0222,12.39513,22.433487,5.23019,-3.4946,2.576,7.14753,7.6278,0.0754,21.08773,1.5855,0.4989,8.48747,3.91008,1.7066,6.3872,-2.2129,29.272,5.13,-4.4054,-0.7039,-2.6793,4.722,1.464,4.6215,18.13563,-1.9199,-0.9987,-2.1803,0.7885,-2.0048,-2.8716,-1.1798
10.04722,15.4488,24.29368,12.02409,6.69531,4.00797,12.19024,12.39646,3.95463,10.68505,4.4975,9.80343,-0.1118,1.7733,6.803,7.96371,17.542418,17.00115,-1.896,7.51403,0.1267,4.33761,0.2767,8.98556,12.94027,11.7511,0.5225,17.14609,7.04916,10.01325,1.5296,3.9282,16.6486878,9.3624,-2.3976,-2.6717,-3.5556,3.99389,5.1367,4.586,19.54494,-3.3291,-5.4311,-1.205,-0.3498,10.44855,1.8681,1.5944
14.93199,15.48115,20.39207,12.81271,3.06705,5.56891,13.53887,23.88518,4.10208,1.8812,6.046,3.2921,-0.5634,2.5692,18.94229,51.004,16.323852,7.2497,-0.8369,-0.9075,-0.4608,1.9649,12.61268,3.4939,4.2326,11.0042,3.6704,0.72376,-0.9792,-4.6541,1.4746,4.0981,13.31436,0.2306,3.70835,14.47254,10.1014,4.87447,-7.3992,2.5626,19.26324,-0.3092,1.31976,-1.1042,2.0137,0.6217,-0.1504,7.26449
10.385234,15.49369,8.2259,15.48835,3.56762,-0.739,16.286059,19.48749,-0.6736,2.769,-1.4808,2.8419,-0.9541,-3.3703,10.95531,0.6057,16.448168,31.22012,-2.525,1.53818,8.44327,2.1155,4.3375,0.1392,5.6942,16.10156,1.56545,1.09023,1.2901,2.8397,0.0518,0.2728,10.20857,1.1805,-0.8772,8.77831,2.8081,1.5147,-1.1736,3.8555,17.338996,24.01062,9.52202,2.08529,-2.2579,-4.3154,-4.7261,-2.3578
18.84602,15.52001,26.56685,16.00944,2.81358,15.00126,17.110024,2.4667,-0.5126,3.92991,10.4421,12.02773,2.40622,0.5217,5.9411,2.4563,8.44997,17.08824,2.06883,0.72205,5.86794,4.10573,2.8799,2.3673,17.016207,6.7515,-0.5493,-2.6124,11.58212,0.5589,3.6206,-2.4043,16.5355177,5.6009,-7.526,2.12135,-0.4502,1.3552,-0.2554,-1.8366,16.344347,10.4258,18.44056,-6.6953,-2.688,0.7457,0.8948,5.33165
9.13899,15.52314,38.0559,8.42251,7.94484,1.1849,18.7305,10.87239,18.85718,5.38737,11.18,7.1448,-0.7129,1.4047,19.45761,-0.9294,15.872695,24.82702,0.2604,12.93671,8.2307,1.4132,0.2529,0.4109,7.32343,27.26964,2.88086,8.04027,-0.9225,0.3306,-0.1996,4.6051,8.13154,4.198,7.96185,0.2236,-0.2035,2.9337,2.1637,-0.7284,15.649899,-1.576,-5.4185,-1.9639,11.45068,-0.8751,2.3602,-4.9033
-5.4006,15.53986,32.35852,11.4474,4.53208,5.76313,13.94261,3.3839,2.37332,-0.5322,2.1986,1.4905,0.2728,2.9218,12.60584,2.4738,8.7509,21.49061,-5.0721,23.1104,6.03767,6.62399,6.1307,-2.4656,15.45487,13.42178,-1.7208,2.56278,0.3662,3.09243,-0.1309,-1.3104,12.9335,4.5749,-0.1716,9.634053,7.43719,0.4981,6.0796,-0.6291,17.319225,12.1499,29.9218,-0.0529,6.32259,2.2176,2.7193,4.1019
