AChBP_random,Cav2.2_random,α4β2_random,α9α10_random,α7_random,α3β4_random,Nav1.2_random,α3β2_random,AChBP_C1,Cav2.2_C1,α4β2_C1,α9α10_C1,α7_C1,α3β4_C1,Nav1.2_C1,α3β2_C1,Nav1.2_C2,α4β2_C2,AChBP_C2,α7_C2,Cav2.2_C2,α3β4_C2,α9α10_C2,α3β2_C2,Nav1.2_C3,α4β2_C3,AChBP_C3,α7_C3,Cav2.2_C3,α3β4_C3,α9α10_C3,α3β2_C3,Nav1.2_C4,α4β2_C4,AChBP_C4,α7_C4,Cav2.2_C4,α3β4_C4,α9α10_C4,α3β2_C4,Nav1.2_C5,α4β2_C5,AChBP_C5,α7_C5,Cav2.2_C5,α3β4_C5,α9α10_C5,α3β2_C5
9.11933,6.96857,8.0611,8.07239,1.70367,-2.1338,13.38297,2.6984,7.46961,3.2457,-0.9671,3.3782,-3.4788,4.37802,11.02224,4.8176,1.3653,26.7595,0.6172,2.48924,10.39166,2.0832,7.8015,2.7904,8.41465,18.04075,0.2078,2.34444,4.20688,1.6992,-1.3786,-1.3696,13.24752,1.8326,10.055341,4.62174,-10.8594,2.5911,-2.5031,7.9178,13.06692,3.3004,-4.3462,7.61786,-4.9271,0.969,4.4773,-3.7992
10.72668,6.97533,10.8869,6.3724,2.88186,2.8415,10.81971,5.39011,-3.4758,4.5713,5.3518,9.5571,1.90463,0.1381,10.84908,7.89183,7.52473,12.5646,-1.6396,10.370553,6.63336,4.22843,9.91715,0.3864,14.21888,14.72601,8.5015,4.62463,-3.1618,2.8957,10.13159,0.9903,10.08411,-0.145,-0.5814,5.56662,7.26812,0.6412,0.9419,-1.8269,17.71211,1.6301,-7.0796,-2.0029,0.1651,-0.1567,1.0587,-2.6275
36.2903,6.98877,15.15257,2.5009,4.50223,10.90283,9.0007,0.4648,3.86668,3.31286,-0.6021,-0.3736,2.37652,2.8925,12.49335,3.4289,17.480194,23.75941,2.6948,-0.6067,1.6571,0.7985,4.6633,3.4858,5.9131,5.1241,2.01767,-2.2784,-0.5712,-0.0376,6.3158,5.91575,11.90518,22.101337,10.250934,0.1287,3.1205,1.6582,3.8874,-2.5026,17.95844,-0.903,11.565271,3.16645,3.1433,4.62312,6.6747,-0.6789
41.7277,7.06166,5.7288,11.96119,6.87581,12.266941,9.63931,20.72843,-1.1462,2.1885,9.6547,1.0615,2.81844,4.05299,2.7934,1.049,11.78122,-2.7304,-2.6652,3.06227,-3.0331,0.1324,2.2725,3.7822,13.83694,28.09834,-6.9085,0.3319,4.21056,1.5016,2.2566,-3.095,19.04702,0.3842,-0.7877,0.87457,6.06927,-1.4254,1.3284,3.1001,15.07425,-0.1859,-2.3306,1.30505,-4.0821,0.8938,-0.33,-1.6239
10.18878,7.08662,11.2981,12.41466,2.76134,2.1842,14.81253,6.70729,9.981352,-0.828,9.7251,16.72601,2.46448,7.53154,6.5852,5.72538,16.086021,5.1973,-8.2543,1.54585,15.25655,1.0856,-0.5809,-1.3428,20.65367,9.6472,2.82514,30.6651,0.7241,1.1266,6.3735,18.95473,6.0517,4.3413,0.2803,-6.6607,3.92524,0.7388,4.6687,9.84748,18.32134,-1.5191,-3.7832,7.34233,4.58334,4.33653,-0.8189,-0.8143
-0.2412,7.09317,24.28023,6.5231,4.9974,5.51815,12.4328,10.24901,-6.4445,5.7085,20.62215,3.1951,3.78389,1.0193,10.58438,0.2674,10.2652,-1.1225,0.1149,-1.0554,8.25892,-0.0677,5.4737,-2.8163,17.64959,23.99267,-3.1003,4.58977,1.7906,1.0224,3.1419,3.5365,11.89256,7.9543,-2.451,40.2317,9.76151,2.2664,5.1487,1.7811,9.12306,2.9204,1.67598,4.9721,-2.3833,2.2494,-0.6846,2.2389
3.69267,7.09752,11.0775,10.12137,3.30818,5.4128,10.42019,16.36365,2.84463,3.36506,12.68828,7.2032,0.8644,6.82983,16.27369,1.9577,20.72749,19.85896,2.42287,-6.6764,8.46605,7.98916,4.8057,0.3737,0.9246,-0.2953,1.58392,-1.0009,5.0485,6.54961,-2.6393,-0.9379,13.03054,20.09479,-2.9394,-0.0554,-1.481,-3.7562,3.4445,8.9512,16.962219,48.4363,5.49107,2.1832,-9.0762,2.6701,-2.8925,5.32662
5.35699,7.09768,14.57736,17.187061,5.72014,7.18255,9.47971,11.40295,41.2115,-8.2173,5.1757,0.8994,-4.5128,3.69504,16.820114,0.4948,12.81985,18.84406,5.60795,0.65268,1.0527,0.186,0.3744,7.18102,3.0196,11.4669,20.34748,2.72097,0.4876,5.07171,14.36965,0.2442,12.28106,15.64894,-2.951,18.94586,7.09192,5.43755,6.7216,1.5334,11.29489,14.30674,-2.5157,0.3525,-4.2326,-0.9435,-0.9103,0.1862
4.50644,7.10253,12.5648,24.63748,5.88222,2.9836,10.59218,9.94325,5.27813,5.59715,-0.4438,-0.3704,2.26579,1.8855,11.09369,0.1603,19.25882,0.7649,7.66774,8.26894,7.42143,-5.23,-1.6716,-2.4986,10.58203,25.34618,-2.9887,-2.1839,12.17389,2.8974,-2.2479,-0.663,9.0298,0.0059,-5.0672,-0.7779,4.71882,1.489,8.85895,18.43326,16.3003,2.2126,-1.3496,1.39037,-2.8789,4.31072,1.9464,-4.0588
9.2034,7.10322,11.9472,4.8789,4.82405,5.10502,11.4185,7.18688,-7.5463,3.40567,6.3156,2.2704,4.34955,0.4878,10.6118,5.13916,13.91027,11.2253,8.13521,-2.0238,-7.7407,1.6434,7.8433,-0.3702,11.83702,18.49667,0.3729,-4.3597,8.29066,0.5324,6.3721,-2.6134,11.63835,1.2739,-4.702,-4.4415,-6.1944,-0.2183,-1.8628,0.8635,14.79684,10.9348,-1.0301,-1.1593,11.09253,3.40026,-1.4619,1.4186
5.06366,7.1076,29.94402,12.38086,2.35413,2.4869,14.46997,5.15014,-1.4362,2.6765,0.2516,6.6943,1.34403,-1.587,7.3284,1.9698,12.70125,-3.0834,0.87852,16.58523,13.2179572,2.4178,3.7688,9.19688,17.65599,1.7676,16.98843,1.85899,0.2384,6.60969,1.9527,-0.1092,13.83405,18.95068,-1.7825,6.2146,-2.7883,-0.1291,-0.9971,-1.9182,9.49702,-0.3113,6.68581,-1.0635,3.54818,5.35154,-2.3554,-1.5279
4.41171,7.1129,20.61031,17.65315,3.83402,6.91866,13.40498,26.1041,-2.8998,2.2509,0.0215,3.2519,0.61285,-0.6486,5.5871,-0.8684,16.245615,13.60999,1.85353,1.33855,-2.6456,6.38933,-0.9492,5.94138,9.86938,4.8503,10.754976,2.55952,-7.6713,-0.6609,-2.3369,-1.0019,3.9804,8.3975,-8.1215,-1.784,6.6533,-4.8957,0.2948,1.7901,6.0671,1.3397,-4.3515,4.7378,6.14601,1.1512,4.4648,6.05813
16.48935,7.11989,29.22416,11.18112,5.6674,2.8648,7.84105,9.56933,-6.246,10.05644,6.6001,2.1672,-1.0287,-0.2617,5.7724,1.3413,20.14378,20.43276,2.42573,9.24936,4.13432,-0.0497,4.8036,10.63303,18.20657,9.7975,-3.0227,-4.1304,-2.6083,0.8806,-0.7001,4.0458,13.33607,40.7984,-0.6316,17.75155,16.12346,1.5928,3.4513,1.0241,3.0355,9.6368,-4.3762,2.75357,-4.006,1.9625,-0.627,2.3772
12.63958,7.14198,18.48638,9.53811,4.25686,10.28175,13.80479,1.7198,-3.7643,12.574762,19.38708,6.8196,0.306,-0.2813,9.50183,5.96696,13.00697,9.9258,15.21827,-1.9927,-4.6113,0.8822,0.4571,-0.423,22.67414,26.54581,-1.5996,12.35865,-0.188,1.7992,-0.095,6.19217,19.97665,12.535,-4.9016,-1.1853,0.0128,4.15463,-1.3401,2.2581,19.01382,28.31439,-1.683,-2.6659,-4.3354,4.88851,-0.9305,0.8313
4.58718,7.17054,13.78767,6.5541,4.34089,7.33554,13.72152,8.76831,23.6267,-0.026,13.54204,3.4519,3.52366,1.7136,11.12132,6.56817,4.4305,21.39806,17.27659,-3.2852,4.51361,-2.0052,5.4653,3.8947,6.94149,11.7108,-3.0387,3.40706,-0.7539,2.8406,3.9492,0.062,4.8991,21.769767,-0.3439,14.24705,13.933896,9.81612,5.7822,-1.3273,19.34038,18.75242,7.12463,0.71281,7.64907,1.9329,2.38,-3.5755
2.36611,7.1828,16.95279,18.391748,6.37689,13.400212,14.84237,36.5425,6.72694,7.95358,10.0992,1.9223,3.12407,3.87768,8.87529,3.3012,16.5974779,15.741,-3.8587,9.791764,16.618,-1.7568,-2.6558,-1.3072,6.91051,-1.6753,11.191334,7.1033,1.005,1.1614,7.9144,1.247,15.47351,-3.4457,-4.8085,30.5587,1.7051,-2.6834,2.3971,-3.4834,21.33296,7.9276,2.84925,0.95077,2.1006,1.3574,3.2367,-3.8192
11.99336,7.2002,43.2164,0.3762,2.22957,4.00642,13.07396,9.0585,1.93939,6.30718,1.1322,-0.1975,-1.8289,0.693,11.36241,16.07947,15.96414,22.719017,-2.7129,-5.0114,7.44209,5.91059,9.75269,2.8712,9.38236,18.89234,-5.7018,5.4242,7.46544,-3.7487,5.0782,-3.3327,6.2739,2.6106,-2.1919,13.85489,-4.1521,1.9505,-0.0777,-0.1547,2.1128,11.8551,-1.5274,-2.471,4.39304,6.11612,-1.1319,-3.3708
6.47628,7.22128,28.83204,0.4818,3.34338,0.8536,14.30477,21.28136,-3.9164,2.1938,2.6331,13.71044,0.1752,5.9185,14.91292,1.9001,9.36617,19.57891,-0.7259,16.77179,9.66493,3.76959,8.42626,6.68757,12.51699,21.00775,-4.5033,-0.5515,-2.9774,3.66679,3.8477,1.7525,18.34107,8.4927,-3.5887,0.73448,2.6231,0.4829,3.6602,-0.9252,16.5369764,23.054424,-1.7367,-0.2451,2.2206,0.2518,-0.5017,0.8931
6.49825,7.24084,22.283973,5.8495,2.37471,1.011,13.00116,23.91107,2.51818,2.2191,4.5934,5.3951,4.00436,-0.4591,8.52112,6.85399,13.11966,21.879955,5.14451,-0.0019,-2.6926,9.98965,6.1897,15.705829,23.81941,12.1242,-1.9123,4.63477,-0.9347,7.97974,3.4769,15.798925,13.10844,10.2376,2.03252,1.34289,-1.8776,1.0174,-1.5184,0.5888,13.23041,3.1052,1.32674,1.53154,4.25016,5.8344,-1.1509,20.57839
5.87613,7.24132,10.5717,6.6947,3.02746,2.5764,12.53329,28.4637,19.58983,2.434,0.3962,4.5348,0.69401,-2.369,14.27682,-0.1306,15.58909,-1.3093,1.88911,4.53911,17.01152,4.60161,3.9694,-1.9995,26.1982,23.201038,7.81292,0.51854,12.10694,1.0937,9.20245,16.54809,6.88805,14.8853,4.80752,-5.2271,22.08975,17.79316,3.3041,2.5317,21.54051,1.5777,-4.0336,9.31392,-1.3201,3.29244,4.9923,-4.93
35.9276,7.2634,24.39376,8.13554,1.76348,4.06298,10.22899,8.2251,10.368339,0.6348,4.7939,6.0214,-0.7222,2.4027,8.48558,-1.7792,6.8246,25.49303,-4.0783,13.89274,7.64409,4.17378,2.0505,2.1506,10.67158,32.5847,-0.6345,2.16208,3.82088,9.19431,2.0568,-1.7292,13.52588,1.3777,21.7143,7.38049,-11.9962,-4.2405,-0.4965,2.971,12.21783,5.2152,-4.1606,22.7186,0.5521,0.6821,3.6378,-2.0627
8.9337,7.2702,12.62383,2.1067,2.65603,3.30125,14.60091,10.89747,-3.4614,6.17114,-0.3327,-0.2006,-0.0915,4.62412,2.9785,5.51007,17.76109,2.3091,-3.0409,0.4566,8.67335,1.8284,9.60985,28.5455,4.7393,5.3368,13.41952,1.98895,5.88077,2.3377,-1.8843,9.98017,7.66116,-3.5509,2.32524,1.59963,1.6491,2.021,8.8965,2.6807,15.50437,32.52818,-2.6727,1.07544,-0.3084,4.73006,-2.1418,0.0707
9.10889,7.27117,26.51041,3.6432,4.53616,3.50767,10.35269,23.22436,-3.7902,-0.5873,3.8228,2.9661,-5.1728,7.63179,7.31537,7.60191,15.650254,10.5917,0.1117,-2.0499,4.9892,0.1821,1.4957,0.8273,10.68611,25.77636,-0.403,5.90877,4.37456,1.2935,2.687,-2.0621,18.93232,11.464,-0.5362,-1.6853,5.73412,3.24178,0.1448,5.25555,21.17615,-2.3081,-3.3576,3.46043,1.5538,-6.7879,6.6345,-1.5471
10.314301,7.27742,28.67949,9.91405,5.31091,-2.287,8.83516,29.5472,2.51553,4.40314,25.89164,8.68005,1.26727,5.84891,11.12747,-1.0379,4.2727,16.02141,-7.4582,5.77187,3.9846,8.72347,-0.5658,-0.4335,14.33198,40.1159,-2.874,1.93603,4.23807,-3.1007,-1.6675,1.1644,19.62234,24.75411,10.029902,1.65542,10.6294,0.9118,7.3932,8.7718,20.62838,7.3348,-6.7658,8.69892,-9.0215,3.97538,4.9318,19.2022
0.5108,7.28011,8.6027,4.9887,5.13898,8.22612,10.84352,5.09069,21.135,9.15012,21.55599,5.9335,3.92323,15.11481,8.08889,1.565,17.419528,8.746,-5.066,9.601627,-6.5811,7.3541,4.8224,-1.3826,17.27904,17.96441,-6.8631,0.77774,5.69445,13.329602,-0.8621,20.43048,13.32033,-0.1866,-4.3064,0.3169,-2.4035,7.32879,32.1895,22.77353,8.31537,17.16873,0.2121,5.29054,-8.053,4.47665,-3.0829,-0.475
5.24772,7.28981,30.45877,14.52615,2.5175,5.86549,11.44767,16.70595,20.26851,6.07227,0.1665,1.41,3.54365,1.7889,13.43562,6.71296,21.39745,32.52891,-0.5106,2.95401,7.20446,10.72783,0.5704,0.8869,11.4074,17.95404,-1.9743,2.22063,15.51285,16.5159,-4.1729,-0.7536,9.15055,49.817,-4.2234,40.9729,20.02059,2.6081,2.4594,-2.6782,3.6207,0.6928,-1.3867,1.80803,18.74767,-1.8398,0.6743,0.8883
6.90153,7.32346,56.9477,9.77405,5.06755,11.45395,10.00351,5.44704,13.09428,3.0415,4.0036,5.1814,1.28508,13.736619,10.32218,-1.4139,12.9637,10.3366,-1.6467,0.73727,4.84786,4.07553,21.11449,6.2768,10.9254,9.0575,2.97361,2.47726,14.35168,-1.7022,-0.2476,0.1983,18.97176,2.9721,4.09203,7.97078,-12.5991,-1.3052,8.37027,-0.9952,-1.9964,-4.1499,-9.4469,12.255,2.2829,-1.0103,-3.4134,5.69458
5.24168,7.32394,15.48268,14.24404,5.39728,3.33132,13.45513,18.83394,-0.1833,2.5534,3.137,8.82497,0.80783,1.7278,10.70701,1.0274,12.59432,6.7913,3.88695,-4.532,7.68643,2.0743,5.5065,-2.8195,6.0227,14.59287,-5.8432,-2.7586,7.71393,5.19494,7.5066,1.807,19.09052,22.41467,3.65936,0.4399,6.27955,4.38771,0.7114,-2.3322,10.40119,21.69956,-9.218,-3.7457,3.95269,2.4463,0.0109,-2.8155
2.64573,7.3337,25.79053,9.57207,2.74848,5.43237,12.39007,6.80779,-2.7772,10.04325,17.8877,7.9468,5.25802,6.65843,10.08789,-0.8372,3.304,10.7184,-5.6368,0.437,-0.5229,28.0385,6.3142,3.4263,11.43819,14.39581,6.00931,9.855393,6.59603,0.5289,1.8724,-3.295,21.73702,-0.0626,11.120722,-3.3084,-0.5269,7.33878,4.8368,25.1036,14.62652,-1.3131,-6.0885,-4.6428,5.66669,0.1379,2.0981,1.2806
-0.2165,7.33936,6.8662,8.45362,1.87302,7.50865,12.04619,12.19817,-4.9125,4.63409,0.2693,8.31506,5.84671,1.5654,5.9566,4.92398,11.25912,23.067663,1.07836,2.96399,-4.9162,-0.2541,-4.8974,3.5873,15.54726,14.65632,9.918829,-0.7106,-2.1726,6.22498,-1.089,4.0764,19.06056,12.531,1.71657,0.4038,-6.4461,4.18581,-4.1643,-5.1414,14.4113,19.43437,-0.9116,-0.7677,-8.3409,6.76217,-0.5525,-3.8748
19.12308,7.34777,17.15392,15.60108,5.43126,5.63652,16.066474,33.727,3.0848,-3.9549,13.67121,2.8881,3.23992,4.21334,3.1826,-0.8811,18.51366,5.4902,0.5004,14.28099,3.1987,8.01817,1.8196,-5.0892,16.63032424,18.42967,2.83265,12.15763,2.3621,10.08447,3.6031,1.5512,13.65469,27.64683,2.37794,12.02913,1.9623,4.96736,0.703,-0.5548,17.535117,23.037577,0.4188,-1.136,2.0741,-2.0609,-2.1383,-2.3172
14.32931,7.35824,20.02355,2.2177,5.37868,13.1169392,12.23749,30.9002,7.44024,-1.5363,4.5975,6.2408,1.26177,1.5189,15.10536,1.8806,11.40992,27.22503,-3.7922,-4.0155,-6.6766,6.01931,3.6055,-0.5373,14.29378,0.0168,-2.8692,3.85871,2.1848,3.16969,-0.302,13.13086,9.76601,-4.0358,-4.4109,15.69746,1.7435,6.03555,4.7234,7.14263,16.969536,-0.5369,-3.0553,0.59165,-4.4017,-1.4192,-0.4208,0.7906
35.4171,7.35865,20.55536,10.02928,3.49566,3.10766,9.32421,11.50462,5.99509,11.28702,9.513,2.361,-0.2395,6.5578,13.53959,1.0863,15.04653,21.974692,-0.3484,-2.4259,0.0903,1.1141,7.503,0.1032,13.45902,6.4143,-5.9267,15.90555,4.36795,1.5388,2.3851,-5.6199,22.44159,24.16362,-1.129,7.66025,-3.8495,0.746,4.9791,-0.0668,6.5189,-0.8117,1.04579,15.83721,16.00295,2.13,-0.9252,-7.6712
31.1906,7.35892,9.3469,12.19416,3.77163,1.5934,9.36339,10.6417,10.278956,-0.0407,1.2523,14.59008,2.48268,2.8065,16.474016,4.467,7.05538,1.2259,-1.9549,0.9467,1.0754,5.66854,-0.5921,6.708,18.66694,10.657,12.53346,7.14774,-0.68,3.45859,-3.9048,-4.5812,14.84933,-0.5426,1.62939,9.542424,5.40229,11.47504,0.9034,1.2647,23.34963,-1.9288,3.69833,-1.4457,-2.3742,-5.1771,0.7119,-1.3965
23.6839,7.36402,23.40323,4.4456,6.71897,1.6037,12.59006,15.02618,3.3096,9.6486,-1.0361,2.226,0.58483,1.7392,10.13619,1.3142,11.43291,5.9679,0.79381,5.72725,3.53495,1.6923,4.8211,11.18889,11.061,30.30207,15.88413,1.48472,-2.7335,18.91694,5.8333,4.5472,14.60737,12.73159,-2.8201,2.51628,1.7683,2.1242,3.1636,0.2203,12.80264,-1.216,9.43216,0.57434,-7.1191,-0.5603,1.2674,-2.1818
0.3703,7.37114,20.20123,6.0646,6.13121,0.7248,14.35172,15.651988,3.40067,3.7815,12.2537,8.45132,1.0083,4.72126,2.2694,15.407512,3.9754,6.6167,-3.3324,39.2258,15.404,3.48767,14.52817,-1.8804,8.31051,3.5267,-1.563,14.61832,6.58904,-1.8491,5.9457,2.3927,0.8523,9.3879,1.76647,-7.2394,2.1637,-1.0001,10.30689,-4.2117,21.42087,-2.0641,-3.9951,2.47113,-3.4926,-4.4633,-2.1282,-3.0379
2.02062,7.37971,9.8299,5.8569,6.03,5.23525,6.4482,2.1546,-2.7552,2.8828,-0.8165,4.3415,10.310739,2.9891,7.23026,17.91201,5.28,36.9085,-6.5674,1.68409,2.5068,-0.172,4.1676,-1.3425,17.485512,12.0286,-3.7949,3.6335,6.49711,11.99383,9.15775,-4.7924,10.8756,6.2234,-7.3757,-3.1937,-0.7675,0.071,-2.1981,2.3173,25.48589,-1.2878,0.2721,-5.2902,-5.4506,-0.1678,-1.4167,2.5005
-2.8655,7.38795,14.5263,5.8174,3.02073,-1.7709,12.94638,8.15672,-3.0453,7.6576,0.4848,7.4632,0.60176,2.3529,16.145805,14.752031,13.06251,14.89336,-2.1035,1.58551,-7.583,0.9207,6.7457,-1.9396,4.1232,5.8822,3.70269,17.49287,5.67412,1.0687,4.2735,-0.1718,9.06074,27.44198,1.62656,19.66735,7.52747,3.67519,5.6343,-2.3453,19.94446,4.2875,3.0992,-1.9741,4.66318,4.65309,-1.3204,-1.5128
-2.2903,7.39888,6.4025,10.30145,8.23101,9.58925,13.40027,32.5779,0.2432,-0.9974,0.8117,7.7535,5.81039,20.75723,12.82745,-0.5674,9.35644,-1.6628,1.66062,3.59988,-7.3019,-0.0885,3.9808,2.3082,12.88803,2.052,1.4493,19.73561,3.0484,7.35494,11.39931,2.9027,5.98,20.70721,6.99389,-3.2381,1.8809,5.44015,-1.9597,-2.6941,16.336901,-0.2873,1.76851,1.50348,-12.3567,-0.2862,2.8679,0.6281
21.5105,7.44382,12.341,12.34208,5.2648,9.46005,10.81909,15.598793,1.7578,2.5895,1.6418,2.0036,-1.1372,3.25852,12.19991,0.2168,14.68009,19.20333,-0.3172,-4.1623,-4.9548,4.18637,3.5207,3.985,11.7008,19.93241,4.52907,2.08117,4.13907,3.27599,1.9218,5.06897,17.245086,17.5429,-0.6818,-1.737,1.7952,-0.5427,4.6762,-0.9181,12.51666,9.9378,1.56421,12.9062,-6.7111,-1.6487,9.48545,5.70637
6.01057,7.46366,12.63234,13.31346,2.21229,5.17993,14.14414,6.08812,0.71018,3.0686,9.2845,11.00437,-0.222,4.15895,9.03045,4.2814,2.6957,8.028,-6.4995,-0.4577,7.24694,0.8237,17.083108,6.71843,15.60606,0.308,29.6297,-0.104,7.7083,2.3691,0.6522,-0.0681,14.77643,18.89625,-2.1322,1.53214,-3.3566,-7.1837,0.8332,2.6062,15.811049,4.7412,-2.5642,0.348,-15.2972,3.30418,4.6448,0.8231
18.43078,7.46869,21.39059,10.86293,3.56113,6.53579,6.1531,24.67325,2.21453,6.44718,2.8317,9.67614,1.96364,3.83241,7.43297,5.3194,3.341,14.53896,-7.7026,12.90667,2.7706,-2.2362,7.5006,-2.5019,6.1018,17.29833,15.145,4.27754,0.4799,6.53493,2.2317,-0.7725,18.0853,3.2462,-2.3503,5.24375,-8.1685,3.08527,2.6287,4.89106,13.88936,-3.2564,8.03294,4.29101,-1.9391,-1.251,-4.1245,-3.039
1.45528,7.48667,30.84592,7.8438,9.3458,6.71657,13.04656,14.78732,-0.5134,8.92919,14.48642,0.697,1.31336,1.8884,18.94944,-0.0548,13.60239,15.30692,1.69738,6.83342,-4.1923,2.9439,7.4708,-0.035,12.77676,-3.3517,17.39942,-3.9922,13.608148,4.72329,2.6681,2.4779,7.64994,3.4696,-6.2208,-1.8008,1.35,4.52807,0.2375,1.4552,9.53453,14.34709,7.1172,0.60865,-9.6592,0.391,3.5435,2.9649
0.6776,7.53159,8.7094,6.5329,1.8522,2.8104,7.09487,8.24693,-2.6124,6.35803,16.93467,-3.9063,-1.5925,6.71011,11.67323,5.177,12.81562,26.94294,9.27812,16.23205,7.43211,9.1651,3.5213,0.4595,4.595,-6.1193,8.36472,-1.1412,10.80645,-3.2692,4.3944,6.40926,5.4148,36.3772,8.33862,1.06288,10.2828,6.74915,0.0022,-1.3753,14.50028,14.55462,-0.8202,-1.7894,3.88813,2.3299,1.8634,-0.9772
9.07241,7.54858,18.90049,4.8765,-2.2166,10.40704,11.05417,23.49789,-2.6712,0.6365,5.7838,5.0308,0.318,4.52667,10.09991,0.2943,8.2044,-3.0978,2.02489,2.23497,13.009221,2.5934,7.6966,4.9309,9.81145,16.02531,13.2412,-1.5614,7.81811,-0.1714,0.1591,5.80639,3.1966,11.7531,-8.9997,-1.997,12.712232,1.9489,7.2401,-1.5016,5.6278,10.5442,-2.2311,-8.6341,-2.4391,3.93929,5.2871,-3.498
18.2018,7.55251,25.56181,7.3076,5.63832,7.45948,14.98071,6.65876,0.46,9.27845,0.9388,4.1275,0.64585,2.2828,10.3152,-3.6719,10.44886,-1.3894,-1.1203,1.42703,4.24986,6.80055,5.0236,-3.2821,3.4462,48.1983,3.14506,1.76679,0.4818,4.9198,7.225,-1.543,19.33761,11.1776,0.95168,10.12913,-1.0338,-2.8196,0.1657,6.00273,13.70225,7.069,-0.5202,6.52138,-7.2186,6.26971,0.0531,0.7588
5.34005,7.57578,15.85586,5.43,7.74082,5.59244,18.70741,16.95,13.21329,-2.1922,-0.0971,-0.7628,3.71016,1.3366,2.0765,-1.7777,14.01494,15.73787,-4.3154,2.6838,7.73384,6.89037,-2.8683,3.8128,14.77704,26.09972,2.03401,15.93709,-1.8187,5.23451,-3.581,2.0709,12.69252,6.9216,-9.1836,9.656656,1.1903,4.83715,4.5981,-5.2751,22.07624,-1.4936,-3.4541,17.6906,0.7098,0.4367,0.1814,2.0437
4.3425,7.58597,19.00029,7.986,2.27493,13.215909,12.05007,12.57552,-0.6229,-1.6272,10.6758,-2.4241,-2.7898,7.15879,3.1917,-1.5932,7.65643,9.7554,6.75304,0.4565,3.98108,1.4421,1.9208,5.6593,16.63106461,15.95618,4.8286,0.4934,3.62637,3.16603,2.3825,-0.3332,16.800274,-0.7144,-9.0956,5.72044,11.88584,11.3975,-0.7806,1.8322,10.91511,4.3796,-2.978,16.66703,-6.4504,-0.6414,-4.5427,14.550242
2.79764,7.58918,10.7999,5.9209,2.68102,6.51511,16.6911673,6.17251,5.9152,10.30874,3.6155,5.0641,0.71654,4.73083,4.0407,6.95798,17.580344,20.8421,8.58344,9.22606,-6.0756,4.4368,12.49866,-0.3703,17.518045,-5.3017,1.10254,1.29447,6.48799,12.445504,2.1467,-0.6654,12.49409,2.9599,-3.0248,2.83371,1.4141,6.8142,8.13581,-1.8178,13.33838,19.42177,2.37261,0.74832,-2.4635,2.8594,2.2661,2.6005
8.0632,7.59069,38.5529,14.87771,6.02259,7.78871,10.10546,14.684078,1.9969,-2.5787,-0.907,8.03308,6.09035,9.18756,3.9997,-2.3943,12.64627,10.5747,2.31137,-2.5653,2.9588,10.26675,6.0413,-0.462,13.19471,19.02584,10.878159,5.41815,-0.8531,4.00647,1.8372,8.16985,16.915835,1.619,-3.6438,4.43563,-1.4953,7.2616,3.8841,-2.9405,8.02723,-0.8983,-4.7605,-1.6418,-0.7606,-0.5568,1.7106,-1.4127
9.86625,7.59207,12.94298,2.3294,2.71955,6.85468,18.42055,7.34051,1.16398,2.0865,2.0517,7.1737,-0.0917,-0.5067,4.7574,-4.2167,0.4184,18.74904,0.1172,2.90874,4.79103,-1.6811,-2.018,22.51846,7.70957,11.8252,4.03351,2.51494,18.65986,-0.0184,8.13945,3.5243,21.25847,0.8463,1.63558,6.80988,-9.3298,2.8502,-0.8146,1.6554,16.837033,0.765,1.75844,-2.649,-1.4902,-2.4887,-2.8368,-2.1115
11.373155,7.59957,9.3744,-0.5263,1.90603,-0.0355,11.00255,7.66865,-2.3209,7.12845,12.2877,3.5635,2.71989,2.0449,10.04325,-1.3467,13.77406,2.2594,-3.0542,7.20777,-0.5598,4.02475,15.2475,4.0161,17.91205,21.65106,8.30081,3.57014,9.43653,0.6918,7.0527,2.4257,8.06836,-0.8975,-2.913,0.3771,-0.6932,1.3983,10.33959,3.1922,13.02663,-0.6014,0.983,1.37119,-1.5846,8.86057,2.5427,1.0955
10.275314,7.64269,9.9691,6.9726,3.08678,3.96686,17.60009,21.51012,0.483,10.24186,8.9926,2.3499,1.0909,0.2529,8.34988,1.7155,17.82575,39.746,3.09788,0.54768,-2.8674,11.99063,2.4579,-6.559,9.59252,20.22309,-0.1457,4.28614,2.8808,-5.226,-4.3039,-4.9169,15.689534,6.6299,14.00532,-0.7593,1.9857,0.6672,8.8763,-5.4987,10.63303,9.7921,-3.6813,-1.639,-3.846,3.30092,-0.3699,-1.542
9.741776,7.66113,18.2128,8.53672,6.69952,36.6028,11.2983,51.0322,17.53746,-0.4685,-0.7536,3.3491,2.14118,4.36156,14.99342,-2.689,24.05456,30.19668,-2.3931,-3.81,9.4812,0.8051,0.7424,2.4183,13.10591,1.3911,-5.7564,1.11242,11.48821,-0.1299,-2.2314,-3.0544,11.25192,12.70139,-3.6976,0.2601,0.1502,0.8911,3.406,0.1928,18.56488,-2.7342,-3.2667,15.38107,3.77458,3.93852,-5.2272,-3.3703
