AChBP,Ca22,a3b4,Na12,a3b2,a7,a9a10,a4b2,Train
71.8836134453782,52.38309941520471,81.29999999999997,67.88481818181809,79.74478632478638,76.37354838709669,65.9306722689076,67.10390410958901,70.82690265
76.97771186440677,48.51634408602146,70.18247619047627,51.41118644067799,65.9306722689076,66.10977528089896,72.94314049586781,80.94742857142865,75.65597122
68.01715596330278,62.06570652173912,64.69240000000002,66.48297029702977,72.94314049586781,76.31556521739131,75.71636363636374,83.47503311258285,72.47596639
71.67371681415932,86.23645161290337,53.58252173913048,52.40883333333333,71.58300884955756,63.76978947368426,75.06043478260872,81.89107142857152,74.44862903
67.101,49.474861878452955,79.56769230769227,73.28403508771929,60.63562499999993,61.0145045045045,60.323243243243255,73.44977272727265,77.47955128
65.3011111111111,54.19695652173911,69.96380952380957,58.82692307692305,60.323243243243255,70.5269473684211,71.85447154471544,72.55347826086954,85.75420635
65.47495999999995,47.07796407185629,63.851981132075515,71.81803571428568,72.95544000000005,62.36552941176477,72.03756097560965,74.66546762589932,69.18141593
70.99109375000002,54.60798850574712,54.75165137614672,67.99579439252335,75.11035398230092,78.04484210526319,68.31333333333339,71.21675862068969,65.48688742
62.50892561983482,62.880055555555515,68.60445454545454,56.33129032258061,68.14245762711866,61.4745882352941,70.75588709677407,66.53064285714294,59.19666667
72.11425925925931,50.562474226804156,67.9637254901961,58.23886178861792,70.61541284403671,81.86725274725279,70.99109375000002,64.35906040268462,65.39690678
63.309459459459454,46.122046783625734,55.12505050505052,56.917105263157914,68.19,67.37649999999996,71.37477876106183,59.33514084507043,75.725
66.14228070175437,64.69265957446807,62.85717171717164,59.23903846153849,60.36963636363639,71.04495049504942,63.691487603305795,77.2624305555554,61.17283898
70.5094736842105,50.81096774193549,87.68114035087719,60.52284482758615,55.778317757009276,64.85511111111111,70.69208695652176,56.432500000000005,68.81503067
72.52827586206894,51.9418032786886,74.23923076923077,64.64383928571424,63.309459459459454,68.8634736842106,65.88222222222227,72.09260000000008,74.50778571
65.76455284552844,45.31302325581396,64.03535353535354,68.4098387096773,72.62540983606557,64.83563829787226,75.46536363636365,63.58028571428573,69.69909091
79.32256637168139,52.37104046242771,73.27969999999999,54.722561983471124,75.54247863247859,65.40132075471706,73.47546218487395,66.63043478260866,84.53713043
70.87954545454554,47.21611111111117,60.361979166666714,51.78733333333339,69.62275862068967,65.18168831168836,68.16252336448605,56.177519999999994,80.68097345
66.27250000000011,55.35472826086957,72.86000000000001,59.122589285714206,75.72608333333325,69.93702970297032,73.71829059829058,68.80596899224804,71.12215517
52.77025210084034,51.83698412698412,72.68111940298495,60.66300813008135,79.32256637168139,65.15712871287127,62.99912280701754,54.02666666666665,80.73910448
63.546923076923036,49.37724324324322,69.155,49.72172727272726,70.29113043478254,65.08468085106381,65.76661417322836,77.86431506849324,69.78461988
