AChBP,Ca22,a3b4,Na12,a3b2,a7,a9a10,a4b2,Train
57.80306451612909,76.520925925926,75.52950000000006,60.885555555555555,76.77290598290604,69.33418803418795,65.65686440677966,73.33808219178087,70.82690265
60.01511999999999,64.044951923077,76.59640000000005,55.619839999999975,81.8046400000001,78.42358490566036,77.3337719298246,74.25532544378694,75.65597122
73.53380530973455,47.77581151832456,70.6315384615385,54.44739495798324,50.69693693693695,76.98388888888888,70.4588095238095,70.95666666666668,72.47596639
60.254396551724135,78.06566964285699,65.76166666666666,56.616551724137985,77.05583333333338,71.7287356321839,71.14827586206901,57.91819444444445,74.44862903
66.61544715447157,62.057412935323384,69.0114678899083,54.08368852459017,70.57740740740736,73.75303921568634,68.58143939393953,71.88340277777775,77.47955128
70.57740740740736,69.51694736842107,68.01891666666674,52.32115044247796,71.656475409836,74.70742268041235,51.75584745762718,62.07776223776226,85.75420635
70.37500000000009,61.167729729729714,63.17022058823532,57.474033613445435,76.41398305084749,78.01171428571426,89.98221311475409,71.37782608695657,69.18141593
76.41398305084749,67.18623318385632,59.61393442622953,58.87273437499997,65.97758333333334,83.01461538461541,70.37500000000009,75.51627586206888,65.48688742
70.27285714285715,43.94497297297301,64.8423636363636,57.82825000000003,70.4737391304347,74.89457446808505,72.34351562499997,57.58854166666666,59.19666667
63.899166666666744,52.640056497175124,71.54827067669186,53.093220338983116,63.899166666666744,71.00460784313718,70.27285714285715,54.44767605633803,65.39690678
62.739527559055105,62.264583333333356,76.74629921259829,56.08230158730159,62.739527559055105,69.8188,62.680866141732324,62.17347826086957,75.725
71.28173228346456,47.00671641791043,69.45916666666669,60.727478991596605,65.69661654135341,68.64468085106384,65.01753846153846,67.19669014084515,61.17283898
62.37385964912286,65.91736040609129,62.67696,57.87833333333326,62.70175438596489,73.04550000000003,66.41067164179098,76.71000000000004,68.81503067
55.546749999999975,84.49341708542715,68.36141509433965,56.997751937984525,62.37385964912286,69.74718446601939,62.70175438596489,84.31697841726621,74.50778571
60.32663934426224,60.53908571428573,64.49185483870973,55.528347107438016,64.9102479338843,88.52898305084739,66.94991735537194,54.89066225165561,69.69909091
68.39008695652173,57.61235555555545,60.335135135135125,52.396209677419435,76.66214285714284,55.520348837209326,64.14953846153843,69.64898089171986,84.53713043
63.95939393939396,74.19041025641026,63.54745614035095,61.86705882352942,67.7595283018868,56.493173076923135,69.42749999999995,53.49496503496504,80.68097345
72.82247787610612,53.72666666666661,85.0010769230771,56.811636363636346,61.60877862595425,71.69823529411765,69.98690265486734,72.55202898550701,71.12215517
58.080400000000004,49.104103773584924,63.06752066115699,50.28991735537191,63.167822580645236,59.11806451612902,56.729761904761894,57.28509933774833,80.73910448
57.379375,71.30329949238585,65.40654135338328,54.38782178217819,70.44700934579437,73.34264150943393,66.88085271317829,68.37492647058832,69.78461988
64.10035398230093,63.402338308457644,72.60560344827593,55.7601694915255,68.76000000000003,73.37681818181812,61.64046874999993,55.127014925373196,71.36561404
60.16081081081083,51.874032258064474,59.56872727272734,56.51090909090907,64.89927272727269,65.6822857142858,65.25125000000001,66.73330645161292,59.82096
85.97966386554619,58.91716417910445,82.53725000000003,55.830833333333324,70.90504504504506,81.34127272727272,66.75299999999996,58.25439393939394,62.19452632
72.32008547008547,46.610792079208046,58.293228346456665,58.34827272727268,58.319140624999946,64.12074468085105,66.32052173913046,77.87636904761895,72.15375758
66.8329245283018,85.63804761904757,64.53245454545454,55.390310077519395,51.6940366972477,69.37230769230773,65.87492187500007,59.69859375000003,70.75090164
63.88487603305783,54.968186813186826,68.55196428571438,56.76690265486727,63.9069369369369,55.01397959183683,61.85813953488372,56.84841059602652,80.99705036
70.56010309278349,52.33598901098891,68.01046875000003,55.43072072072072,61.29539682539683,68.7753398058252,56.577555555555534,57.3992517006803,67.5009434
59.54904761904761,51.92057416267958,62.557567567567546,62.0492792792793,53.91591304347824,59.68595744680848,73.18104838709672,65.54453237410074,64.574375
63.05307692307701,82.00123853211021,60.012222222222285,60.7385714285714,76.2042975206612,80.05971698113203,64.586231884058,64.42920863309361,47.53664596
70.27523437500005,52.14779816513753,60.12071428571431,59.022560000000034,84.23855932203395,67.34844036697255,58.853097345132774,51.62445255474453,84.54293478
73.92762295081968,59.026203703703736,58.819826086956546,52.408719999999946,66.8329245283018,70.92180952380957,87.54915254237275,61.81391608391608,64.78657895
