AChBP,Ca22,a3b4,Na12,a3b2,a7,a9a10,a4b2,Train
74.36172932330827,49.878999999999984,66.1030952380952,60.164160000000045,71.94091603053438,76.55436363636355,68.99043478260863,66.45442176870742,70.82690265
59.40473684210522,48.63345132743362,77.32877049180323,56.12279661016952,64.04245614035096,66.67336633663373,60.63451327433629,72.73362204724417,75.65597122
71.94411764705886,52.26324200913253,84.47126984126989,60.394878048780576,84.37296610169487,79.42946236559138,71.32848739495796,74.65506666666653,72.47596639
62.262018348623926,52.2998412698413,61.60283018867919,52.99162393162384,62.71508620689655,82.48846153846141,69.88040322580639,74.35235294117635,74.44862903
69.93647999999992,62.95521551724129,59.5312173913043,53.50818181818178,78.63133333333327,69.25790476190484,58.904188034187975,63.738297872340496,77.47955128
69.20147540983606,54.17042553191491,71.93584905660369,56.28405172413791,53.98822033898317,66.68861702127653,68.33808333333336,60.08111111111111,85.75420635
62.92396825396827,53.8108212560386,74.41841726618718,58.41132812500006,72.94592000000002,68.73570093457946,68.39437500000003,70.43377622377623,69.18141593
73.33360360360362,55.48603773584905,65.42249999999996,63.99752136752143,70.40051282051277,60.199009900990106,61.273333333333305,56.25860759493664,65.48688742
63.699836065573805,48.604232804232815,93.99127819548868,57.676050420168124,78.75793388429757,69.191619047619,69.88365853658537,65.37578616352191,59.19666667
73.14047244094486,58.58061224489788,72.70793650793651,54.270593220338895,73.33360360360362,57.578064516129054,68.16256000000001,65.42032258064515,65.39690678
75.92991869918713,56.880092165898624,68.769375,60.16383458646616,63.699836065573805,67.32868131868133,68.78950000000002,80.07619718309869,75.725
65.75548672566374,54.490900900900925,80.05043859649123,53.32500000000004,67.08224000000004,59.183586956521715,54.967251908396975,68.08220588235301,61.17283898
54.97738095238098,61.11153846153851,85.57437499999992,57.21015748031494,68.5262903225806,60.27234693877548,76.89015151515152,72.5923741007194,68.81503067
79.89111111111116,62.2891847826088,83.46034188034184,56.2613385826772,60.77589743589747,75.84129629629632,65.14038759689929,84.53268750000002,74.50778571
77.58843137254902,51.4919892473118,60.676991150442475,61.800982142857045,75.44523809523807,64.33442105263155,67.6955652173913,74.66894736842113,69.69909091
84.05719298245616,55.25730569948195,84.92177966101697,50.49859504132234,84.05719298245616,73.80489583333325,58.243250000000025,64.30815602836883,84.53713043
61.704661654135364,67.20611374407564,61.39603773584907,53.749193548387055,75.57499999999992,70.39929203539822,55.322592592592606,73.79055944055949,80.68097345
69.3822935779817,64.43685185185183,67.51287037037042,59.92925000000003,64.11016528925617,65.9691588785046,70.1790769230769,69.09751724137935,71.12215517
66.16175925925928,62.43218274111668,66.26531531531529,52.27865546218492,66.16175925925928,66.08595505617976,62.386260869565156,56.66814814814814,80.73910448
52.02335877862598,48.05296482412052,62.42054545454545,57.89927927927931,52.02335877862598,64.13479591836735,68.4723333333333,68.00919463087261,69.78461988
61.64419847328236,71.26271356783919,61.27455357142859,59.817377049180315,57.75984496124037,74.22809523809522,66.61379310344834,61.86155038759679,71.36561404
80.04654135338346,67.31805084745767,72.84556451612895,58.12866666666663,69.74780701754386,61.087244897959195,67.83617187500003,52.8505673758865,59.82096
79.1609259259259,49.90643979057596,58.751826086956484,51.4377235772358,60.86557522123896,68.68923809523818,60.53454545454547,60.170000000000016,62.19452632
71.98541284403667,64.75094999999992,80.36420634920626,57.32459016393444,69.63559633027526,64.00137614678904,67.01834710743803,64.8503184713376,72.15375758
71.74094017094008,66.60713567839193,87.37644628099184,56.184128440366926,73.6229729729729,69.14936842105263,75.57499999999992,73.83202898550721,70.75090164
60.908333333333296,80.92147058823507,77.3416216216217,55.48016806722695,54.00283333333323,58.69741573033713,70.17824,52.525985401459884,80.99705036
62.239098360655774,62.10052631578936,68.95323529411768,51.001081081081054,72.88080357142856,70.61009259259265,63.81946969696974,52.92304635761588,67.5009434
62.416695652173914,46.27151219512206,75.56657142857149,55.36024999999998,64.69276785714284,55.54380434782608,63.452118644067745,56.79951388888887,64.574375
59.27604838709675,56.57581632653069,79.77438848920859,60.08666666666671,62.416695652173914,56.9332608695652,67.42713043478265,61.281712328767156,47.53664596
59.269310344827566,53.95014423076918,70.03072072072062,61.001810344827526,55.98260162601631,67.39672897196253,58.21572580645154,80.29992857142854,84.54293478
55.83400000000002,43.34876190476193,74.16844961240312,58.39693548387101,57.99950413223136,64.92842105263163,56.88861313868605,54.372671232876755,64.78657895
72.56680672268904,63.462211981566846,69.93616071428573,51.877857142857216,59.174220183486305,66.77060000000007,62.17851851851852,69.72698113207535,63.505
79.2233870967742,76.97119170984446,56.27949579831936,57.30548387096767,67.8369827586207,66.11899999999994,71.2056666666667,57.63544827586207,76.85513889
61.06544642857131,59.77999999999997,61.411692307692334,49.960756302521,62.157368421052645,56.2738383838384,61.607741935483844,77.9171323529412,73.97245283
53.027226890756346,66.67184331797233,73.72649122807015,55.80542372881357,81.38330508474566,72.91333333333321,65.24031496062993,64.72075342465749,74.85542636
55.491875000000014,69.21088495575225,58.547837837837776,50.44559322033899,69.63517543859642,63.098921568627425,90.21574803149606,76.14931034482764,83.77440678
63.57275229357795,90.29247747747756,61.12604651162791,54.25464285714281,63.97368000000003,75.9627,73.38040322580643,51.88458904109588,52.431
65.80551181102364,50.43202072538865,59.548205128205176,57.098031496062916,56.40082568807349,70.55476190476189,83.50035398230102,74.53021126760554,95.40289855
62.88424778761057,47.6470526315789,76.03603448275857,55.51796296296293,56.84787037037041,71.59689999999995,61.905945945945966,81.01307142857154,77.44946809
59.50812500000001,49.98622950819663,77.43232758620697,59.40741379310345,85.09607476635514,69.53673684210537,61.66373015873017,72.93720779220777,81.979
84.59625000000001,64.82312499999999,71.82646153846157,54.55700000000002,69.49990909090913,59.20333333333329,56.36260162601622,60.65057142857147,61.30258475
55.2182568807339,68.06866028708136,65.21653846153852,60.9669491525424,59.330267857142886,75.48473684210514,62.89477477477469,64.61255319148928,75.28313559
57.879385964912274,74.11981308411202,61.385514018691566,51.015079365079366,68.87746031746025,80.93871287128715,62.26841379310345,63.96382550335559,63.95242105
72.42801724137944,58.2104477611941,56.72761904761897,58.858139534883726,53.240956521739136,73.21824175824169,59.51992000000002,68.51482758620679,78.27672414
61.67774193548385,49.498146341463446,72.59092436974781,59.58663366336632,59.07525862068963,85.25865384615388,63.43278688524582,84.80493750000007,65.67482143
61.00396825396828,56.949595959595946,71.38107142857153,53.13724999999997,50.98266666666668,78.08317307692316,78.05375939849614,67.82812903225802,82.17244681
67.94675213675215,60.1216410256411,61.930263157894636,54.76355932203396,78.04333333333325,80.47055555555563,70.44830769230772,63.77337837837843,71.86384615
65.49848739495799,50.78046632124354,62.32144144144144,61.11671875000002,73.92625000000008,69.32188679245293,64.6621951219511,67.74032258064516,68.12141509
63.43803278688532,59.03844221105522,73.1411881188119,60.47773913043477,60.579374999999956,80.18767676767675,60.557906976744135,80.47304347826082,64.27367925
67.19230769230774,60.57781553398065,81.55320754716972,67.54743589743597,61.67774193548385,64.90212765957448,70.71196850393704,67.51750000000001,67.11393443
58.674924242424176,60.03104477611941,60.042710280373804,58.939814814814866,54.010461538461456,58.486436781609235,70.07577586206891,49.32084337349392,69.22744898
90.67542372881348,50.716049999999974,62.48450450450456,61.07966386554635,60.38983471074379,67.82309999999988,51.63763358778617,63.154864864865,78.12748879
72.35241379310338,67.39263959390864,66.85766355140184,55.78803149606298,58.29803278688521,76.79102803738326,66.62821138211383,77.62941605839428,65.34295082
59.42586538461535,60.10928176795576,75.66347826086961,63.89577777777774,73.92062499999999,65.07393939393937,64.51491803278687,55.086234567901194,82.19128205
73.50131147540985,64.2656,57.288039215686275,59.39941747572819,84.92385826771658,64.96912621359222,68.87746031746025,50.57714285714287,69.26650376
64.74042372881357,66.28941176470592,62.22929203539814,57.14296610169486,65.93761538461538,78.32290000000006,66.89437500000001,75.68136054421775,61.57548387
83.2035185185185,80.75514285714287,66.75728070175437,64.03102362204717,75.37717948717942,64.76405940594059,62.39948275862068,77.78630136986298,74.72241379
63.63286956521739,56.706000000000024,65.77037037037036,53.114495412843965,85.09803418803426,68.16114583333335,81.4108620689655,59.78213793103455,68.54444915
68.95592,45.96186274509797,54.67779816513754,57.678070175438656,75.29275229357805,72.71941747572815,71.24717741935481,75.9090849673202,62.49510204
71.3062931034482,46.712462311557694,60.417936507936595,61.34496062992121,70.89227272727265,78.06107843137268,58.69008130081306,56.993571428571414,66.77901361
57.080818181818174,69.11725490196086,57.38065573770489,55.899666666666654,71.614409448819,69.41391752577319,64.3048818897637,76.20020408163262,72.76117117
71.75567796610169,63.464904761904705,61.533559322033774,62.04307692307696,84.78309734513269,74.53865384615389,60.01609374999994,63.994137931034516,75.37340206
68.62517857142849,49.47954314720815,62.37514285714284,50.98374999999996,71.3062931034482,79.51362745098044,59.00977443609022,58.10095541401271,75.12018519
79.03379310344829,52.08830769230777,61.621393442622974,70.66663716814156,59.855929203539795,73.68229166666664,60.57758064516143,67.31713414634147,72.63025
66.38593220338984,80.11380952380941,50.44831775700937,56.604561403508825,75.87593220338974,79.39351351351355,69.78170731707316,67.94556291390731,77.65256757
86.6136842105264,50.43286458333333,78.93375000000009,56.547068965517305,79.03379310344829,63.058910891089106,65.50065573770486,71.25687500000004,78.6121831
77.52712230215822,53.950000000000024,76.36991525423733,60.621052631579026,62.710158730158696,61.87290322580648,75.51766666666673,59.18013071895421,78.96162162
68.95656488549616,77.36495283018876,83.71076190476187,53.92521739130439,80.22956140350877,77.3304716981132,61.39713178294576,72.84472602739731,65.62318182
60.62261904761898,64.92548076923077,74.93831999999998,54.17223214285712,77.2190845070423,86.8742592592592,59.61208633093528,66.45343283582086,72.22213836
73.21107142857146,77.55817351598174,64.44112068965514,62.59581196581202,60.41293650793644,76.64722222222223,69.3779338842975,69.15780346820794,56.66407563
86.69023622047253,73.79826732673266,68.48050420168063,67.33604651162781,63.415666666666645,64.82958333333328,81.97319672131144,62.26694444444442,65.93488889
60.53866141732278,59.35862385321105,63.826583333333325,53.74726495726495,75.90541284403663,80.63908163265303,71.87715447154464,71.96965986394554,80.97419048
50.923451327433675,47.56101010101003,66.25381294964026,59.586846153846174,64.1105172413794,62.075263157894746,69.05274999999999,55.643006535947634,74.4666443
63.949015151515184,58.36345549738217,67.65682539682541,55.09042372881352,64.99523809523815,67.99980000000005,62.56991935483871,77.84767123287668,74.81127517
66.98581967213117,50.280812182741045,72.88590163934418,54.683303571428574,60.84809523809517,67.12240506329117,72.41760683760687,81.37097902097904,61.98478495
59.47310924369748,63.96175609756088,86.40877862595417,78.29666666666664,79.71160714285706,57.788762886597894,69.49790322580647,66.21731543624163,78.29330275
63.29407079646018,49.30273195876292,55.752338709677424,58.42630252100838,68.02082644628098,83.33541284403655,67.6711475409837,60.84021126760563,78.4640367
62.288032786885346,54.7745959595959,64.87109090909094,60.36807017543852,61.25042735042743,61.934606741573,75.9390756302521,72.22474025974033,81.3836
66.79181818181824,76.91698630136989,65.64548672566372,54.69648854961827,68.51324137931033,63.38499999999992,57.741774193548366,75.60092857142848,68.58911504
63.937847222222075,54.87476439790567,79.90173228346455,55.28834645669293,68.03821428571436,60.84386363636368,59.55328244274803,75.66613793103451,51.96561404
60.253880597015055,85.37696078431371,68.96125925925922,52.732037037037024,74.51107142857136,58.295113636363574,60.53866141732278,54.501642857142876,41.89025157
62.511008403361366,54.21619565217386,58.244434782608714,51.5164462809918,70.52439655172404,58.902988505747096,62.92565573770498,74.75973509933769,72.04679612
73.23135593220344,48.52720812182739,49.76308411214948,60.145185185185206,61.552142857142826,73.56537634408603,69.73652173913047,55.308543046357606,68.57576
53.65064,52.425803108808346,68.65623999999998,57.826837606837636,78.00612068965518,61.45091836734704,59.55615384615383,74.14319148936181,77.15402985
59.45964912280694,64.5234466019417,58.50747826086958,57.440472440944845,55.33893442622956,61.29500000000004,66.30055118110242,77.16258278145698,53.19161458
61.8329838709678,62.966435185185176,61.09862903225805,57.40394495412848,60.04672413793095,70.4672815533981,68.8521600000001,56.501712328767134,54.86135294
80.73532710280384,73.56211009174308,71.89752293577978,54.4838655462185,70.39157894736852,62.68679245283012,70.22024390243904,83.1419374999999,67.68330435
